Datetime,Open,High,Low,Close,Adj Close,Volume
2020-08-03 23:00:00,387.2021484375,387.2021484375,387.2021484375,387.2021484375,387.2021484375,0
2020-08-03 23:01:00,389.3266906738281,389.3266906738281,389.3266906738281,389.3266906738281,389.3266906738281,70040576
2020-08-03 23:02:00,389.4376525878906,389.4376525878906,389.4376525878906,389.4376525878906,389.4376525878906,1484800
2020-08-03 23:03:00,387.5924072265625,387.5924072265625,387.5924072265625,387.5924072265625,387.5924072265625,0
2020-08-03 23:04:00,388.4485168457031,388.4485168457031,388.4485168457031,388.4485168457031,388.4485168457031,18004992
2020-08-03 23:05:00,388.1131591796875,388.1131591796875,388.1131591796875,388.1131591796875,388.1131591796875,0
2020-08-03 23:06:00,388.26019287109375,388.26019287109375,388.26019287109375,388.26019287109375,388.26019287109375,0
2020-08-03 23:07:00,388.45025634765625,388.45025634765625,388.45025634765625,388.45025634765625,388.45025634765625,5491712
2020-08-03 23:08:00,388.49639892578125,388.49639892578125,388.49639892578125,388.49639892578125,388.49639892578125,11666432
2020-08-03 23:09:00,388.2134704589844,388.2134704589844,388.2134704589844,388.2134704589844,388.2134704589844,0
2020-08-03 23:10:00,388.5113830566406,388.5113830566406,388.5113830566406,388.5113830566406,388.5113830566406,6914048
2020-08-03 23:11:00,388.59088134765625,388.59088134765625,388.59088134765625,388.59088134765625,388.59088134765625,0
2020-08-03 23:12:00,388.4212951660156,388.4212951660156,388.4212951660156,388.4212951660156,388.4212951660156,539648
2020-08-03 23:13:00,388.5797119140625,388.5797119140625,388.5797119140625,388.5797119140625,388.5797119140625,0
2020-08-03 23:14:00,388.3608703613281,388.3608703613281,388.3608703613281,388.3608703613281,388.3608703613281,7777280
2020-08-03 23:15:00,388.52667236328125,388.52667236328125,388.52667236328125,388.52667236328125,388.52667236328125,3589120
2020-08-03 23:16:00,388.61920166015625,388.61920166015625,388.61920166015625,388.61920166015625,388.61920166015625,0
2020-08-03 23:17:00,388.4483642578125,388.4483642578125,388.4483642578125,388.4483642578125,388.4483642578125,0
2020-08-03 23:18:00,388.4337463378906,388.4337463378906,388.4337463378906,388.4337463378906,388.4337463378906,0
2020-08-03 23:19:00,388.32598876953125,388.32598876953125,388.32598876953125,388.32598876953125,388.32598876953125,0
2020-08-03 23:20:00,388.2351989746094,388.2351989746094,388.2351989746094,388.2351989746094,388.2351989746094,0
2020-08-03 23:21:00,388.3680419921875,388.3680419921875,388.3680419921875,388.3680419921875,388.3680419921875,2861056
2020-08-03 23:22:00,389.5711364746094,389.5711364746094,389.5711364746094,389.5711364746094,389.5711364746094,32775168
2020-08-03 23:23:00,389.28509521484375,389.28509521484375,389.28509521484375,389.28509521484375,389.28509521484375,0
2020-08-03 23:24:00,389.8804016113281,389.8804016113281,389.8804016113281,389.8804016113281,389.8804016113281,11440128
2020-08-03 23:25:00,390.2556457519531,390.2556457519531,390.2556457519531,390.2556457519531,390.2556457519531,13167616
2020-08-03 23:26:00,389.946533203125,389.946533203125,389.946533203125,389.946533203125,389.946533203125,0
2020-08-03 23:27:00,390.2671203613281,390.2671203613281,390.2671203613281,390.2671203613281,390.2671203613281,12694528
2020-08-03 23:28:00,390.0582275390625,390.0582275390625,390.0582275390625,390.0582275390625,390.0582275390625,0
2020-08-03 23:29:00,390.2623901367188,390.2623901367188,390.2623901367188,390.2623901367188,390.2623901367188,5987328
2020-08-03 23:30:00,390.1553955078125,390.1553955078125,390.1553955078125,390.1553955078125,390.1553955078125,0
2020-08-03 23:31:00,390.1838073730469,390.1838073730469,390.1838073730469,390.1838073730469,390.1838073730469,0
2020-08-03 23:32:00,390.0496520996094,390.0496520996094,390.0496520996094,390.0496520996094,390.0496520996094,0
2020-08-03 23:33:00,389.678955078125,389.678955078125,389.678955078125,389.678955078125,389.678955078125,0
2020-08-03 23:34:00,389.263916015625,389.263916015625,389.263916015625,389.263916015625,389.263916015625,0
2020-08-03 23:35:00,390.0091247558594,390.0091247558594,390.0091247558594,390.0091247558594,390.0091247558594,21954560
2020-08-03 23:36:00,389.8216857910156,389.8216857910156,389.8216857910156,389.8216857910156,389.8216857910156,0
2020-08-03 23:37:00,389.3310852050781,389.3310852050781,389.3310852050781,389.3310852050781,389.3310852050781,0
2020-08-03 23:38:00,389.4632568359375,389.4632568359375,389.4632568359375,389.4632568359375,389.4632568359375,8011776
2020-08-03 23:39:00,389.5952453613281,389.5952453613281,389.5952453613281,389.5952453613281,389.5952453613281,1787904
2020-08-03 23:40:00,389.14105224609375,389.14105224609375,389.14105224609375,389.14105224609375,389.14105224609375,0
2020-08-03 23:41:00,389.3526611328125,389.3526611328125,389.3526611328125,389.3526611328125,389.3526611328125,3512320
2020-08-03 23:42:00,389.39208984375,389.39208984375,389.39208984375,389.39208984375,389.39208984375,0
2020-08-03 23:43:00,389.1734313964844,389.1734313964844,389.1734313964844,389.1734313964844,389.1734313964844,0
2020-08-03 23:44:00,389.23773193359375,389.23773193359375,389.23773193359375,389.23773193359375,389.23773193359375,2335744
2020-08-03 23:45:00,388.9415283203125,388.9415283203125,388.9415283203125,388.9415283203125,388.9415283203125,847872
2020-08-03 23:46:00,388.90576171875,388.90576171875,388.90576171875,388.90576171875,388.90576171875,12256256
2020-08-03 23:47:00,388.594482421875,388.594482421875,388.594482421875,388.594482421875,388.594482421875,0
2020-08-04 00:46:00,386.77642822265625,386.77642822265625,386.77642822265625,386.77642822265625,386.77642822265625,137761792
2020-08-04 00:47:00,386.74444580078125,386.74444580078125,386.74444580078125,386.74444580078125,386.74444580078125,0
2020-08-04 00:48:00,386.5811462402344,386.5811462402344,386.5811462402344,386.5811462402344,386.5811462402344,0
2020-08-04 00:49:00,386.4440612792969,386.4440612792969,386.4440612792969,386.4440612792969,386.4440612792969,634880
2020-08-04 00:50:00,386.3770446777344,386.3770446777344,386.3770446777344,386.3770446777344,386.3770446777344,0
2020-08-04 00:51:00,386.5303955078125,386.5303955078125,386.5303955078125,386.5303955078125,386.5303955078125,0
2020-08-04 00:52:00,386.3808898925781,386.3808898925781,386.3808898925781,386.3808898925781,386.3808898925781,0
2020-08-04 00:53:00,386.3419799804688,386.3419799804688,386.3419799804688,386.3419799804688,386.3419799804688,0
2020-08-04 00:54:00,386.7807922363281,386.7807922363281,386.7807922363281,386.7807922363281,386.7807922363281,5754880
2020-08-04 00:55:00,386.6437683105469,386.6437683105469,386.6437683105469,386.6437683105469,386.6437683105469,0
2020-08-04 00:56:00,386.48516845703125,386.48516845703125,386.48516845703125,386.48516845703125,386.48516845703125,0
2020-08-04 00:57:00,386.4489135742188,386.4489135742188,386.4489135742188,386.4489135742188,386.4489135742188,194560
2020-08-04 00:58:00,386.295166015625,386.295166015625,386.295166015625,386.295166015625,386.295166015625,0
2020-08-04 00:59:00,386.1564636230469,386.1564636230469,386.1564636230469,386.1564636230469,386.1564636230469,0
2020-08-04 01:00:00,386.4542236328125,386.4542236328125,386.4542236328125,386.4542236328125,386.4542236328125,0
2020-08-04 01:01:00,386.5691223144531,386.5691223144531,386.5691223144531,386.5691223144531,386.5691223144531,0
2020-08-04 01:02:00,387.07464599609375,387.07464599609375,387.07464599609375,387.07464599609375,387.07464599609375,1505280
2020-08-04 01:03:00,387.4650573730469,387.4650573730469,387.4650573730469,387.4650573730469,387.4650573730469,11639808
2020-08-04 01:04:00,387.8450012207031,387.8450012207031,387.8450012207031,387.8450012207031,387.8450012207031,0
2020-08-04 01:05:00,388.44952392578125,388.44952392578125,388.44952392578125,388.44952392578125,388.44952392578125,0
2020-08-04 01:06:00,388.489990234375,388.489990234375,388.489990234375,388.489990234375,388.489990234375,20480
2020-08-04 01:07:00,388.5682067871094,388.5682067871094,388.5682067871094,388.5682067871094,388.5682067871094,0
2020-08-04 01:08:00,388.7528381347656,388.7528381347656,388.7528381347656,388.7528381347656,388.7528381347656,0
2020-08-04 01:09:00,388.87774658203125,388.87774658203125,388.87774658203125,388.87774658203125,388.87774658203125,1441792
2020-08-04 01:10:00,388.8914794921875,388.8914794921875,388.8914794921875,388.8914794921875,388.8914794921875,0
2020-08-04 01:11:00,388.7496948242188,388.7496948242188,388.7496948242188,388.7496948242188,388.7496948242188,2349056
2020-08-04 01:12:00,388.9535827636719,388.9535827636719,388.9535827636719,388.9535827636719,388.9535827636719,1085440
2020-08-04 01:13:00,388.9943542480469,388.9943542480469,388.9943542480469,388.9943542480469,388.9943542480469,0
2020-08-04 01:14:00,388.8030700683594,388.8030700683594,388.8030700683594,388.8030700683594,388.8030700683594,0
2020-08-04 01:15:00,388.9393310546875,388.9393310546875,388.9393310546875,388.9393310546875,388.9393310546875,0
2020-08-04 01:16:00,390.026611328125,390.026611328125,390.026611328125,390.026611328125,390.026611328125,30746624
2020-08-04 01:17:00,391.1571350097656,391.1571350097656,391.1571350097656,391.1571350097656,391.1571350097656,23433216
2020-08-04 01:18:00,391.6212463378906,391.6212463378906,391.6212463378906,391.6212463378906,391.6212463378906,14940160
2020-08-04 01:19:00,392.2386474609375,392.2386474609375,392.2386474609375,392.2386474609375,392.2386474609375,15650816
2020-08-04 01:20:00,393.09747314453125,393.09747314453125,393.09747314453125,393.09747314453125,393.09747314453125,17841152
2020-08-04 01:21:00,393.0325012207031,393.0325012207031,393.0325012207031,393.0325012207031,393.0325012207031,21110784
2020-08-04 01:22:00,393.5275268554688,393.5275268554688,393.5275268554688,393.5275268554688,393.5275268554688,40318976
2020-08-04 01:23:00,393.4311828613281,393.4311828613281,393.4311828613281,393.4311828613281,393.4311828613281,16203776
2020-08-04 01:24:00,393.7115173339844,393.7115173339844,393.7115173339844,393.7115173339844,393.7115173339844,7219200
2020-08-04 01:25:00,395.0327758789063,395.0327758789063,395.0327758789063,395.0327758789063,395.0327758789063,48182272
2020-08-04 01:26:00,395.2711181640625,395.2711181640625,395.2711181640625,395.2711181640625,395.2711181640625,7305216
2020-08-04 01:27:00,395.4313659667969,395.4313659667969,395.4313659667969,395.4313659667969,395.4313659667969,10599424
2020-08-04 01:28:00,396.0528869628906,396.0528869628906,396.0528869628906,396.0528869628906,396.0528869628906,35802112
2020-08-04 01:29:00,396.7345886230469,396.7345886230469,396.7345886230469,396.7345886230469,396.7345886230469,31077376
2020-08-04 01:30:00,396.0870056152344,396.0870056152344,396.0870056152344,396.0870056152344,396.0870056152344,4195328
